predictors_amp_n_ 1,predictors_amp_n_ 2,predictors_amp_n_ 3,predictors_amp_n_ 4,predictors_amp_n_ 5,predictors_amp_n_ 6,predictors_amp_n_ 7,predictors_amp_n_ 8,predictors_amp_n_ 9,predictors_amp_n_10,predictors_amp_n_11,predictors_amp_n_12,predictors_amp_n_13,predictors_amp_n_14,predictors_amp_n_15,predictors_amp_n_16,predictors_amp_n_17,predictors_amp_n_18,predictors_amp_n_19,predictors_amp_n_20,Var2
38,0,0.0002444,2.5424,2.2451,0.00084698,99.732,17.767,0.24245,5.1056,1.4525,0.015605,0.1313,1.2536,0.0040277,23.278,0,0,0.08503,10,26.821
39,0,0.00023929,3.051,13.7,0.00027692,97.778,4.5716,0.21632,1.3107,4.5174,0.01659,0.043122,0.31023,0.0012449,1.5766,0,0,0.11817,10,108.96
40,0,0.00016536,2.8123,63.17,0.0002047,96.049,73.023,0.33963,1.9308,0.54853,0.011652,0.027488,0.42112,0.0012004,3.0826,0,0,0.09141,10,20.471
41,0,0.00031898,18.477,99.416,0.057672,99.954,7.9249,0.29671,0.030394,0.14796,0.73487,0.47465,0.47297,0.35292,0.022375,0,0,0.059281,10,2.5286
42,0,3.62E-05,1.0565,0.0021644,0.00029211,100,94.629,0.16795,31.423,0.09186,0.01943,0.15855,1.3956,0.003765,7.5603,0,0,0.009417,10,173.68
43,0,6.34E-05,3.84,0.11786,0.00057552,99.999,13.467,0.26576,6.3471,0.67981,0.041795,0.024165,0.11848,0.0019049,0.98307,0,0,0.038013,10,100.85
44,0,0.0004967,2.5411,0.23513,0.00035321,100,99.192,0.16544,2.9032,0.32942,0.012791,0.039263,0.22352,0.0012218,0.71897,0,0,0.0078104,10,150
45,0,0.00012493,1.4299,99.992,0.00046904,100,99.626,0.13927,3.0709,0.46956,0.0069553,0.21952,0.31585,0.0087276,0.43419,0,0,0.041919,10,118.12
46,0,0.0024257,10.057,99.634,0.74202,100,99.816,0.99062,23.669,0.15738,0.4095,13.498,0.97436,6.0468,1.133,0,0,0.072919,10,183.84
47,0,9.85E-05,1.6149,0.018004,0.0010149,100,83.576,0.23734,18.088,0.45732,0.018852,0.16782,1.7733,0.0064307,8.0206,0,0,0.011749,10,142.45
48,0,0.00071545,1.8504,1.1308,0.00090895,100,28.485,0.093673,16.161,12.462,0.28724,1.0472,0.25727,0.0088989,2.9136,0,0,0.06746,10,29.648
49,0,7.68E-06,1.6627,0.0081826,0.00056164,100,98.457,0.087556,2.4004,0.061035,0.020307,0.25078,0.31075,0.058194,0.34644,0,0,0.0031571,10,133.1
50,0,0.00016266,2.3838,0.59666,0.00076786,100,99.827,0.057144,9.088,0.12341,0.037114,0.77848,0.21344,0.007772,0.26521,0,0,0.028127,10,172.02
51,0,1.29E-05,1.905,0.0018914,0.068517,100,94.102,0.21573,36.061,0.14739,0.055958,71.459,0.69836,0.0058409,42.654,0,0,0.0058124,10,98.323
52,0,7.21E-05,1.75,0.65952,0.0014095,100,83.572,0.15134,3.0103,2.3072,0.030376,0.53808,0.24741,0.00094728,0.5859,0,0,0.024481,10,8.0534
53,0,4.15E-05,1.7637,0.1576,0.00046412,100,11.354,0.065527,0.55794,0.79232,0.0054184,0.26929,0.13539,0.00054755,0.14223,0,0,0.017009,10,77.254
54,0,5.48E-05,1.4012,0.029625,0.00078755,100,23.185,0.092479,1.6307,0.7173,0.0102,0.45403,0.047694,0.0011333,0.13938,0,0,0.013892,10,117.79
55,0,0.00035619,11.414,99.94,0.0066739,100,99.784,0.92035,15.498,0.068569,0.032447,5.8145,3.4096,4.1502,0.097316,0,0,0.019527,10,177.11
56,0,0.0001296,4.467,0.14205,0.00098573,100,99.535,0.049799,3.5279,0.18057,0.025325,0.3487,0.35287,0.0025667,0.37866,0,0,0.0035543,10,160.11
57,0,0.00048637,0.49068,7.5832,0.001924,100,38.922,0.046976,3.9601,14.858,0.020321,1.9363,1.3301,0.0018813,2.2725,0,0,0.043247,10,22.481
58,0,0.00015175,1.2348,0.10945,0.00065087,100,25.691,0.052765,0.96507,0.76006,0.028703,0.093268,0.39615,0.0010458,4.8021,0,0,0.0085217,10,180.1
59,0,0.00020935,32.717,7.7018,0.01563,100,3.9319,2.0663,1.2462,0.085047,0.60076,1.6606,1.8169,1.5739,0.2681,0,0,0.014534,10,26.879
60,0,2.43E-05,0.74155,0.0014915,5.94E-05,100,97.108,0.11213,23.927,0.052543,0.16057,0.0068473,0.41064,0.0029932,15.347,0,0,0.0063345,10,90.621
61,0,2.48E-05,3.3871,0.1019,0.85917,100,99.893,0.16724,0.97649,0.35846,0.10333,20.211,0.21934,0.13923,0.32317,0,0,0.018142,10,188.1
62,0,3.09E-05,1.1924,0.016673,0.00065783,100,86.094,0.081144,0.9023,0.2024,0.022388,0.19671,0.12902,0.00057604,0.24849,0,0,0.0074666,10,147.11
63,0,0.003575,48.994,88.828,0.0055898,100,51.97,0.64935,0.25076,0.4932,1.4356,38.777,1.1141,7.7414,0.12922,0,0,0.042444,10,34.936
64,0,0.0055795,0.4444,12.434,0.00035615,100,8.5964,0.24072,77.883,17.265,7.0342,0.16977,0.5691,0.063769,22.854,0,0,0.057262,10,100
1,0,0.12586,10.845,0.25605,0.00021817,0.063189,3.4904,3.3118,0.3302,0.024486,0.044603,0.15397,0.3643,0.072165,0.054199,0,0,0.24454,11,15.131
2,0,0.065005,0.24817,1.7066,0.037343,2.399,20.107,4.4296,0.20312,0.021977,0.016004,0.6009,0.53457,0.95475,0.028984,0,0,0.34004,11,171.95
3,0,0.022392,1.1639,0.045771,0.00019823,0.96426,9.1514,1.0525,0.17967,0.013476,0.0041537,0.018111,0.026606,0.0012992,0.018821,0,0,0.12429,11,167.84
4,0,0.012244,0.078779,0.02992,0.021628,1.2145,1.6341,4.3786,0.12957,0.0114,0.0012256,0.2021,0.03966,0.095766,0.0091065,0,0,0.10267,11,172.6
5,0,0.080556,0.14403,0.068428,0.61552,9.7241,35.677,11.272,0.49911,0.031242,0.024136,0.84867,1.8482,5.7237,0.027706,0,0,0.086639,11,180.02
6,0,0.013849,0.99953,0.12737,0.00021524,0.065793,26.261,1.265,0.40989,0.040541,0.0054053,0.16292,0.080919,0.010504,0.00303,0,0,0.078629,11,130.49
7,0,0.01024,1.4638,0.19248,0.00010618,0.87952,17.431,2.7462,0.095096,0.014065,0.0043106,0.021445,0.045844,0.002228,0.0058536,0,0,0.12073,11,157.57
8,0,0.0097679,0.34175,0.10711,8.10E-05,0.22305,18.5,2.3381,0.13841,0.0069343,0.0060207,0.023806,0.04017,0.00074331,0.0080639,0,0,0.085013,11,155.71
9,0,0.19052,41.07,0.062856,0.014949,44.511,1.3702,1.6287,10.494,0.03111,0.83197,2.6451,0.21445,38.472,0.09101,0,0,0.5487,11,76.939
10,0,0.035548,2.4512,0.2417,1.395,30.167,29.115,5.5879,0.53369,0.029325,0.022908,10.636,0.8386,3.3091,0.022359,0,0,0.18174,11,173.71
11,0,0.0072627,0.55309,0.070488,7.46E-05,3.3264,3.9328,0.98932,0.16252,0.0095119,0.0019956,0.055177,0.04885,0.0030986,0.019013,0,0,0.1156,11,148.52
12,0,0.0038196,0.068247,0.039055,4.23E-05,0.064151,0.64212,0.035224,0.11812,0.0061767,0.00073685,0.018572,0.019264,0.0011816,0.0087767,0,0,0.040194,11,111.13
13,0,0.03605,3.0465,0.58344,0.00018364,0.16983,2.7933,3.3693,0.34073,0.019636,0.005009,0.14749,1.9511,0.0011234,0.010231,0,0,0.058552,11,109.96
14,0,0.01254,0.32323,0.074351,0.031367,3.0823,5.816,3.2776,0.3445,0.027426,0.012805,0.24484,0.099384,0.27979,0.068066,0,0,0.11902,11,177.28
15,0,0.0069687,1.3837,0.080686,0.0047512,14.214,4.3535,0.5353,1.0538,0.026703,0.0065847,0.08163,0.11067,0.20679,0.023335,0,0,0.16174,11,158.73
16,0,0.0033241,0.10195,0.072911,4.57E-05,0.01474,0.80903,0.11316,1.7133,0.015788,0.0011818,0.015214,0.033763,0.00037575,0.61201,0,0,0.064335,11,63.183
17,0,0.039683,14.548,0.51088,0.0046741,29.134,4.4203,4.8467,4.6164,0.00776,0.068765,0.27669,2.972,0.17737,0.19427,0,0,1.7964,11,163.87
18,0,0.0043637,0.35948,0.056703,0.00029906,3.0747,13.619,0.20887,0.37808,0.027265,0.0061364,0.33532,0.041251,0.042489,0.041675,0,0,0.23402,11,149.53
19,0,0.0087142,14.997,0.041793,0.00042847,11.897,21.384,1.158,0.64498,0.011578,0.0086135,0.054754,0.19846,0.002551,0.043866,0,0,0.20269,11,57.423
20,0,0.012071,0.20625,0.069424,0.010019,6.4211,1.4577,0.29426,0.12485,0.043087,0.0011023,1.877,0.33533,4.1343,0.0026786,0,0,0.11649,11,36.274
21,0,0.050443,1.0468,0.37919,0.0038368,0.6906,14.577,2.8544,1.0338,0.038662,0.003821,0.076107,0.2749,0.0020678,0.069863,0,0,0.072562,11,113.31
22,0,0.0054208,0.35622,0.07752,0.0052069,1.5156,60.837,0.80741,0.13506,0.023883,0.0016492,2.2101,0.37652,0.049986,0.03307,0,0,0.12023,11,126.02
23,0,0.0070255,0.264,0.088733,0.0022374,3.787,8.5675,0.54411,0.24324,0.015903,0.012047,0.06308,0.55348,0.012709,0.10473,0,0,0.11475,11,167.81
24,0,0.017186,4.0809,0.039376,0.0025074,80.406,10.17,0.57698,2.7756,0.014536,0.0066424,1.2578,0.12577,2.3774,0.40058,0,0,0.14767,11,155.72
25,0,0.021728,6.2513,0.14843,0.0025571,2.2362,23.865,1.4307,0.43539,0.010986,0.010332,0.074733,0.59762,0.034287,0.061807,0,0,0.25675,11,102.1
26,0,0.0061106,0.23774,0.025252,0.0040496,1.4104,1.6445,0.36686,0.16904,0.015331,0.0047022,0.027342,0.49262,0.0073861,0.016586,0,0,0.16971,11,183.26
27,0,0.0049889,0.093441,0.029417,0.00010636,0.079219,2.2792,0.26932,0.10877,0.013415,0.0013982,0.017216,0.068865,0.0013264,0.010106,0,0,0.12325,11,107.95
28,0,0.0077469,0.098946,0.043284,0.00010098,0.35817,3.2144,0.12653,0.093033,0.02267,0.00085416,0.017667,0.079319,0.0018599,0.0058421,0,0,0.16698,11,101.11
29,0,0.070115,1.5905,0.92535,3.1932,3.5269,20.59,4.4402,0.42216,0.10747,0.035701,5.3536,3.1675,35.923,0.0057871,0,0,0.18054,11,179.43
30,0,0.022947,0.19988,0.11315,0.00050051,3.8541,19.425,1.0952,0.1628,0.045055,0.0032106,0.025508,0.2709,0.0054436,0.0066342,0,0,0.086267,11,160.79
31,0,0.0076112,4.4066,2.6676,0.068222,47.767,83.204,0.9689,1.0688,0.029371,0.14027,25.549,0.23975,0.16025,0.18635,0,0,0.18434,11,100.96
32,0,0.0066118,0.79477,0.064041,0.00039618,2.9665,1.4271,0.1789,1.4225,0.019739,0.012995,0.057383,0.036795,0.0011021,0.39602,0,0,0.54855,11,104.68
33,0,0.081896,2.0083,0.20889,0.0020888,0.094137,6.0548,1.101,2.3895,0.024987,0.0042264,0.30012,0.55403,0.50789,0.015074,0,0,0.11206,11,1.256
34,0,0.011684,0.79665,0.15456,0.0046593,2.399,4.9053,4.4226,2.6202,0.022563,0.015806,0.59844,0.21088,0.95468,0.028214,0,0,0.16253,11,188.07
35,0,0.022388,0.24425,0.04561,0.00015271,0.25286,3.3826,0.93664,0.42866,0.011614,0.0039276,0.021806,0.045563,0.0036977,0.023731,0,0,0.082069,11,134.18
36,0,0.0022423,0.096586,0.014425,0.00022155,0.34115,2.4186,0.17165,0.10792,0.0072188,0.0017375,0.017971,0.017437,0.0026035,0.0066956,0,0,0.094691,11,156.51
37,0,0.0016459,1.4698,0.028001,0.014752,14.918,0.65287,0.76531,0.66212,0.0086307,0.013568,1.016,0.26946,2.2214,0.061767,0,0,0.10399,11,178.65
38,0,0.040345,2.3249,0.46843,0.00063765,0.011908,27.306,0.79268,8.5771,0.016759,0.0053833,0.030841,0.13707,0.028483,0.048715,0,0,0.075197,11,15.367
39,0,0.020023,1.0955,0.15864,0.0054223,1.2445,30.29,1.7442,0.50046,0.019278,0.011283,0.52631,0.4508,0.053401,0.044479,0,0,0.13861,11,129.88
40,0,0.024685,1.4885,0.4515,0.001291,3.508,37.205,3.0703,4.1965,0.016156,0.0045662,0.15292,0.069605,0.021826,0.041729,0,0,0.097367,11,101.25
41,0,0.008931,1.5843,0.22265,0.02257,76.382,15.881,1.5847,0.87204,0.0079698,0.060573,0.42229,0.044987,0.63276,23.245,0,0,1.1007,11,102.3
42,0,0.083791,9.5596,0.051353,0.00061747,0.19155,15.137,4.3327,9.6161,0.01681,0.025555,0.030741,0.87907,0.1109,0.23408,0,0,0.098545,11,168.34
43,0,0.0097492,1.1105,0.067474,0.0094073,1.1366,4.4724,1.6807,0.34357,0.0089434,0.0075342,0.071334,0.26757,0.14105,0.015022,0,0,0.10434,11,107.28
44,0,0.0053375,2.9459,0.10609,0.00020304,0.15033,1.8681,3.9734,0.54261,0.0066162,0.0075271,0.042218,0.039685,0.0018212,0.011446,0,0,0.067052,11,119.06
45,0,0.0099488,61.738,0.050923,0.3229,30.064,3.433,0.8099,8.0199,0.020519,0.14664,1.8299,0.088562,17.556,0.10195,0,0,1.0674,11,104.77
46,0,0.03605,1.3326,0.58344,0.0001127,0.16983,3.2612,1.1854,0.36937,0.007979,0.0049327,0.061304,1.9095,0.00049139,0.010231,0,0,0.058552,11,185.2
47,0,0.01254,0.32323,0.074351,0.031315,3.0823,5.7893,3.2702,0.3445,0.026782,0.012136,0.2508,0.099384,0.28027,0.068066,0,0,0.11902,11,117.2
48,0,0.0065096,1.3837,0.081729,0.0047503,0.75542,4.3508,0.70508,1.0538,0.014362,0.0041904,0.08163,0.11067,0.20679,0.023335,0,0,0.070381,11,104.5
49,0,0.12823,13.271,1.0782,0.0080512,1.3679,3.2319,1.8007,17.956,0.058542,0.028828,2.5549,0.30875,1.7561,0.091345,0,0,0.83308,11,181.42
50,0,0.039187,1.6169,0.58182,0.0044638,18.582,4.8586,4.8155,1.2411,0.010742,0.0090148,0.47322,2.788,0.1718,0.079201,0,0,0.1106,11,110.55
51,0,0.0044769,4.3849,0.087156,0.00052889,28.203,13.512,0.79765,2.5701,0.030275,0.0067522,0.59025,0.064681,0.042528,0.16097,0,0,0.36219,11,100
52,0,0.0058148,3.3856,0.10167,0.00032995,25.9,4.3137,0.39664,0.67108,0.010473,0.0046826,0.054754,0.264,0.0026384,0.043866,0,0,0.3187,11,0
53,0,0.017804,1.9202,0.70642,0.0092084,0.22036,7.9547,4.9541,25.851,0.021921,0.0017109,0.26297,0.28934,16.715,0.048551,0,0,0.10255,11,100
54,0,0.014054,64.148,0.083159,0.0071406,91.145,1.5474,0.34934,51.29,0.067612,0.71805,6.7526,0.10317,0.89542,0.79768,0,0,0.32106,11,105.87
55,0,0.076454,16.021,73.806,4.5313,61.429,46.902,6.4912,92.923,0.086894,0.022418,6.9172,5.2784,2.0023,99.957,0,0,76.011,11,184.89
56,0,0.02145,2.5774,0.15181,0.00040304,0.92387,3.6137,0.19442,2.3479,0.019421,0.023401,0.069145,0.072189,0.019485,0.060657,0,0,0.81757,11,125.76
57,0,0.0069919,4.2702,2.3601,0.0025074,83.617,6.1528,1.846,6.4197,0.017881,0.14525,1.2571,0.11295,3.9399,0.15147,0,0,0.14767,11,5.5477
58,0,0.012706,7.3726,0.1065,2.042,60.033,6.1905,0.4702,1.0203,0.031457,0.017041,13.622,0.50326,41.221,0.88505,0,0,0.27503,11,186.72
59,0,0.021861,6.2394,0.19977,0.0018755,1.574,23.733,1.382,0.43539,0.0082128,0.010332,0.25691,0.59762,0.032571,0.061807,0,0,0.10925,11,101.94
60,0,0.0059889,0.33413,0.025399,0.00033046,1.4104,2.1214,0.40381,0.19631,0.01516,0.0041266,0.014053,0.49262,0.0073861,0.014319,0,0,0.18054,11,101.2
61,0,0.019717,42.101,1.0055,0.0018282,58.744,2.1414,3.4016,27.467,0.010805,0.049904,0.147,0.045429,0.29359,0.042047,0,0,0.76025,11,181.55
62,0,0.038792,3.5822,0.18888,0.043017,46.093,9.4782,2.1747,27.556,0.015632,0.012019,0.47926,0.28669,0.53962,11.051,0,0,1.6346,11,108.61
63,0,0.070115,1.5905,0.92535,3.1932,3.5269,20.59,4.5302,0.42216,0.10747,0.035701,5.3536,3.1675,35.923,0.0057871,0,0,0.18054,11,32.023
64,0,0.039107,0.19988,0.11273,0.00020849,3.8541,19.425,1.0774,0.20035,0.04676,0.0032841,0.025508,0.26702,0.0034601,0.0061235,0,0,0.086267,11,104.23
1,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,1.7776
2,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,180.02
3,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,122.54
4,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,178.51
5,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,200
6,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,10.627
7,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,188.47
8,0,0.016458,11.601,2.0437,0.11342,0.035481,0.93499,0.044036,0.72783,0.031062,0.0011069,1.0954,0.058921,0.0075583,52.433,0,0,2.8739,12,68.836
9,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,91.414
10,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,196.35
11,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,50.72
12,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,120.69
13,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,57.74
14,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,197.57
15,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,193.21
16,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,166.1
17,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,162.86
18,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,192.35
19,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,118.44
20,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,0
21,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,21.466
22,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,51.032
23,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,194.6
24,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,193.5
25,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,1.8521
26,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,197.45
27,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,50
28,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,66.489
29,0,0.02877,8.3029,2.0274,0.076001,93.855,15.748,2.0372,7.3751,0.14223,0.010466,0.036917,0.014742,0.045757,95.986,0,0,3.2422,12,195.39
30,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,79.034
31,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
32,0,0.061512,1.113,1.198,13.4,47.151,5.0393,0.56037,6.0708,0.010568,0.0022538,0.020514,0.051261,0.0061392,74.338,0,0,2.7989,12,96.603
33,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,77.235
34,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,191.76
35,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,117.55
36,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,193.2
37,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,195.93
38,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,95.592
39,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,143.41
40,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,85.547
41,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
42,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,199.19
43,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
44,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
45,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,92.917
46,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,197.32
47,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,198.12
48,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,97.796
49,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,150
50,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,60.653
51,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
52,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
53,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,59.271
54,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,57.351
55,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,195.95
56,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,138.4
57,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,99.285
58,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,196.89
59,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
60,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,126.66
61,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,191.23
62,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
63,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,100
64,0,0.03558,7.0056,1.7563,4.5297,47.014,7.2408,0.88053,4.7246,0.061287,0.0046089,0.38429,0.041641,0.019818,74.252,0,0,2.9717,12,92.423
